Product Name,Processor,RAM,Storage,Operating System,Display,Warranty,Price,Original Price,Discount,Rating,Number of Ratings,Number of Reviews,Image URL,Product Link
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"60,990","82,789",26,4.5,153,380,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMGZUYDGFJGHZR4.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,"44,890","65,973",31,4.1,238,14,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBDFGBW0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGJ75HN66KHZYB.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,"38,480","48,827",21,4.2,171,14,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/s/9/inspiron-3520-thin-and-light-laptop-dell-original-imahfys2qpfbdwgp.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPDTWUSR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGWFY5XBAQKMGP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"44,990","66,990",32,4.2,302,339,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/7/x1504za-nj521ws-x1504za-nj520ws-thin-and-light-laptop-asus-original-imah4fv4jrrag9dq.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYG8ZPYAZAFTY.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,No Storage,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"14,990","28,690",47,3.7,930,71,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGSYYSHRSUEGMG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"63,990","86,990",26,4.4,617,42,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/v/v/gaming-a15-gaming-laptop-asus-original-imah4bzzrdd6vuve.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itm10514ecd2a794?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,"54,990","71,990",23,4,64,9,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/h/a/-original-imah4dj3ysuzgdhy.jpeg?q=70,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258w-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQJJDTAFVE&lid=LSTCOMH2XBQJJDTAFVEP9L5VG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2XBQJJDTAFVE.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Carry-in Warranty,"69,990","92,999",24,4.4,511,65,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/x/l/-original-imah26h7vhenusmp.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-58pz-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZH2UKZZXYGSA.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"58,990","79,990",26,4.4,338,29,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/v/v/gaming-a15-gaming-laptop-asus-original-imah4bzzrdd6vuve.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa506nc-hn083w-laptop/p/itm10514ecd2a794?pid=COMHFK2T3KCHKAFU&lid=LSTCOMHFK2T3KCHKAFUOEIOAP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFK2T3KCHKAFU.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),"56,990","85,999",33,4.3,359,37,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/a/z/anv15-41-gaming-laptop-acer-original-imagznanfgmdt8w7.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7ZYP8MDPHR&lid=LSTCOMGZN7ZYP8MDPHRDVIR0H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZN7ZYP8MDPHR.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,"59,990","84,990",29,4.2,426,29,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/h/a/-original-imah4dj3ysuzgdhy.jpeg?q=70,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW8TD9A8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2XBQ5VWHNPYW.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"54,990","78,189",29,4.5,153,380,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMGZUYDFZXHWYWZ.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),"65,990","89,999",26,4.3,168,30,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/a/z/anv15-41-gaming-laptop-acer-original-imagznanfgmdt8w7.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z8V7AGTAD&lid=LSTCOMGZN7Z8V7AGTADFE4NXV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_91&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZN7Z8V7AGTAD.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS Th...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"35,990","66,990",46,4.2,093,136,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj522ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFHUHQE3XZ&lid=LSTCOMGMGXFHUHQE3XZVMF0VE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGMGXFHUHQE3XZ.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"29,990","50,990",41,4.2,247,421,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGMGXFQZGYKEZG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"74,990","1,06,990",29,4.6,92,10,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/e/r/-original-imagpxgrfnuappjr.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-intel-evo-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-s5504va-ma541ws-thin-light-laptop/p/itm8486d594ff56b?pid=COMHYWSWHTGX8BWG&lid=LSTCOMHYWSWHTGX8BWGQWXJIJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYWSWHTGX8BWG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,No Storage,Chrome Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"12,990","35,999",63,3.8,522,40,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/0/5/-original-imagvrefuybuvbe5.jpeg?q=70,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-64-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-cobz/p/itm04458b376eefa?pid=COMGSV3GZYUDG6NP&lid=LSTCOMGSV3GZYUDG6NPUATANL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGSV3GZYUDG6NP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,"79,990","1,08,990",26,4.4,779,61,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/s/h/-original-imah5uhqvzfzq6uk.jpeg?q=70,https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ36W8ZGS8Z&lid=LSTCOMHFYZ36W8ZGS8ZJVRQU1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFYZ36W8ZGS8Z.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
