Product Name,Processor,Operating System,Display,Warranty,Discount,Rating,Number of Ratings,Number of Reviews,RAM (GB),Storage (GB),Price (₹),Original Price (₹),Price-to-Performance Ratio
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiro...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,24,3.7,33,4,16,512.0,72490.0,96580.0,137.29166666666666
Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light ...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,42,4.2,692,73,8,512.0,37500.0,65500.0,72.11538461538461
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,40,4.3,903,107,16,512.0,62990.0,105000.0,119.29924242424242
Apple MacBook Pro Apple M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,Apple M3 Max Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,13,No Rating,No Ratings Count,No Reviews Count,48,1.0,345990.0,399900.0,7061.0204081632655
ASUS Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB742WS Laptop,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,24,4.5,36,1,16,512.0,64990.0,85990.0,123.08712121212122
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14-gr0000TU Thin and Light ...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,13,4.5,42,3,8,512.0,47101.0,54539.0,90.57884615384616
DELL Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN5430NH6KJM01ORS1 Thin and Light Laptop,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1-year warranty,38,3.9,147,18,8,1.0,54999.0,90110.0,6111.0
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s- fr5011TU Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,31,4.1,136,7,16,512.0,48999.0,71500.0,92.80113636363636
HP VICTUS 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Warranty,27,4.4,231,25,16,512.0,67500.0,93134.0,127.8409090909091
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and...,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,41,4,355,20,16,512.0,41970.0,72190.0,79.48863636363636
HP G9 SERIES AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) 255 Thin and Light Laptop,AMD Athlon Dual Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,51,4.1,77,5,4,256.0,21980.0,44990.0,84.53846153846153
Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX83HN/A,Apple M3 Max Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,6,No Rating,No Ratings Count,No Reviews Count,36,1.0,299990.0,319900.0,8107.8378378378375
Apple MacBook Pro Apple M3 Pro - (36 GB/512 GB SSD/macOS Sonoma) MRW63HN/A,Apple M3 Pro Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,5,No Rating,No Ratings Count,No Reviews Count,36,512.0,272649.0,289900.0,497.5346715328467
Apple Apple M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2G3HN/A,Apple M4 Max Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,36,1.0,319900.0,,8645.945945945947
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Th...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,42,4.3,27,3,8,512.0,35990.0,62990.0,69.21153846153847
HP 240 G8 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 Business Laptop,Intel Core i3 Processor (11th Gen),32 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1 year warranty,25,4.2,240,12,8,512.0,32999.0,44000.0,63.45961538461538
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,49,4,110,8,8,512.0,46310.0,91000.0,89.0576923076923
Apple MacBook Pro Apple M3 Pro - (18 GB/512 GB SSD/macOS Sonoma) MRW43HN/A,Apple M3 Pro Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,5,No Rating,No Ratings Count,No Reviews Count,18,512.0,234990.0,249900.0,443.37735849056605
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and...,Intel Core i3 Processor (10th Gen),64 bit Windows 11 Operating System,38.86 cm (15.3 inch) Display,1 Year Onsite Warranty,40,4.2,684,541,8,256.0,26990.0,44990.0,102.23484848484848
ASUS ROG Strix G16 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,22,4.2,218,19,16,1.0,97990.0,125990.0,5764.117647058823
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,26,4.5,153,380,16,512.0,60990.0,82789.0,115.51136363636364
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,24,3.9,84,5,16,512.0,53990.0,71773.0,102.25378787878788
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,21,No Rating,No Ratings Count,No Reviews Count,8,512.0,46899.0,59500.0,90.19038461538462
ASUS Vivobook 15 Intel Core i3 12th Gen i3-1220P - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ381WS T...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,30,4.2,348,25,8,512.0,37990.0,54990.0,73.0576923076923
Apple Apple M4 Pro - (24 GB/512 GB SSD/macOS Sequoia) MX2H3HN/A,Apple M4 Pro Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,512.0,199900.0,,372.94776119402985
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,15,4,6,1,16,1.0,122990.0,146134.0,7234.705882352941
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),24,4.4,717,72,16,512.0,68880.0,90999.0,130.45454545454547
Apple Apple M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,Apple M4 Max Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,36,1.0,319900.0,,8645.945945945947
Apple Apple M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX303HN/A,Apple M4 Max Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,36,1.0,349900.0,,9456.756756756757
HP AMD Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon NVIDIA® GeForce ...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1-year warranty,24,4,4,0,16,512.0,60900.0,80900.0,115.3409090909091
ASUS VivoBook 14 Intel Core i3 7th Gen 7020U - (4 GB/256 GB SSD/Windows 10 Home) X412UA-EK342T Thin an...,Intel Core i3 Processor (7th Gen),64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,No Discount,4.3,543,786,4,256.0,36271.0,,139.50384615384615
MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 H...,Qualcomm Snapdragon X Plus Processor,Windows 11 Operating System,33.02 cm (13 Inch) Touchscreen Display,1 Year Onsite Warranty,15,4.8,4,0,16,256.0,98990.0,116999.0,363.93382352941177
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,40,4.4,8,0,8,512.0,41990.0,69990.0,80.75
HP Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3027TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,18,2.6,5,1,16,512.0,67990.0,83705.0,128.7689393939394
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Yr Warranty,39,4.1,825,139,8,512.0,46450.0,76890.0,89.32692307692308
Apple Apple M4 Pro - (24 GB/1 TB SSD/macOS Sequoia) MX2J3HN/A,Apple M4 Pro Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,1.0,239900.0,,9596.0
Apple Apple M4 - (16 GB/1 TB SSD/macOS Sequoia) MW2V3HN/A,Apple M4 Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,16,1.0,189900.0,,11170.588235294117
Apple Apple M4 Pro - (24 GB/512 GB SSD/macOS Sequoia) MX2X3HN/A,Apple M4 Pro Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,512.0,249900.0,,466.2313432835821
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) IN54308TR2G001ORS1 Thin...,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1-year warranty,33,3.9,147,18,16,512.0,61990.0,93167.0,117.40530303030303
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook,MediaTek Kompanio 500 Processor,Chrome Operating System,29.46 cm (11.6 inch) Touchscreen Display,1 Year Onsite Warranty,25,3.7,314,338,4,,18999.0,25451.0,
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,24,4.3,534,31,8,512.0,57990.0,77132.0,111.51923076923077
Apple MacBook Pro Apple M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW73HN/A,Apple M3 Max Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,13,No Rating,No Ratings Count,No Reviews Count,48,1.0,345990.0,399900.0,7061.0204081632655
Apple Apple M4 Pro - (24 GB/1 TB SSD/macOS Sequoia) MX2F3HN/A,Apple M4 Pro Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,1.0,239900.0,,9596.0
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,Intel Celeron Dual Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,30,4.1,787,74,8,256.0,20990.0,29999.0,79.50757575757575
ASUS VivoBook 15 Intel Core i7 10th Gen 1065G7 - (16 GB/512 GB SSD/Windows 11 Home) X515JA-EJ701WS Thi...,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,34,4.1,322,42,16,512.0,52990.0,80990.0,100.35984848484848
DELL Vostro 3400 Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3400 Business ...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,34.8 cm (13.7 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",24,3.6,592,59,8,,46013.0,61000.0,
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,25,4.3,314,39,16,512.0,92999.0,124490.0,176.1344696969697
GIGABYTE G Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,2 Year Carry-in Warranty,50,5,5,2,16,512.0,72990.0,146500.0,138.23863636363637
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Warranty Term,31,4.3,78,8,8,512.0,32990.0,47990.0,63.44230769230769
Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRW73HN/A,Apple M3 Max Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,5,No Rating,No Ratings Count,No Reviews Count,36,1.0,328990.0,349900.0,8891.621621621622
Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRW33HN/A,Apple M3 Max Processor,Mac OS Operating System,40.64 cm (16 Inch) Display,1 Year Limited Warranty,5,No Rating,No Ratings Count,No Reviews Count,36,1.0,328990.0,349900.0,8891.621621621622
DELL Latitude Intel Core i3 11th Gen Core i3-1115G4 - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop,Intel Core i3 Processor (11th Gen),64 bit Linux/Ubuntu Operating System,35.56 cm (14 inch) Display,No Warranty,46,4.3,32,4,8,256.0,30090.0,56426.0,113.97727272727273
Apple Apple M4 - (16 GB/1 TB SSD/macOS Sequoia) MW2X3HN/A,Apple M4 Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,16,1.0,189900.0,,11170.588235294117
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,11,3.7,18,2,8,512.0,52990.0,59990.0,101.90384615384616
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,Intel Celeron Dual Core Processor,Chrome Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,52,3.7,042,143,8,,15990.0,33999.0,
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,33,4.3,903,107,16,512.0,68890.0,103132.0,130.47348484848484
HP Victus 16 Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty,22,4.3,854,83,8,512.0,55990.0,72526.0,107.67307692307692
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14-hr0001AU Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,30,No Rating,No Ratings Count,No Reviews Count,8,512.0,38990.0,55751.0,74.98076923076923
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8Q4HN/A,Apple M3 Processor,Mac OS Operating System,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,512.0,154900.0,,288.9925373134328
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,20,No Rating,No Ratings Count,No Reviews Count,16,512.0,114990.0,143990.0,217.7840909090909
HP Pavilion AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,30,4.2,498,48,8,512.0,44900.0,64492.0,86.34615384615384
HP 14q Intel Core i3 7th Gen 7020U - (4 GB/1 TB HDD/DOS) 14q-cs0009TU Thin and Light Laptop,Intel Core i3 Processor (7th Gen),DOS Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No Discount,4.1,961,289,4,,30751.0,,
Apple Apple M4 - (24 GB/1 TB SSD/macOS Sequoia) MCX14HN/A,Apple M4 Processor,Mac OS Operating System,35.56 cm (14 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,1.0,209900.0,,8396.0
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9G4HN/A,Apple M3 Processor,Mac OS Operating System,38.86 cm (15.3 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,16,256.0,134900.0,,495.95588235294116
Lenovo ThinkBook 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,16,512.0,132300.0,,250.5681818181818
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,32,4.2,302,339,16,512.0,44990.0,66990.0,85.20833333333333
HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,No Warranty,9,3.6,15,2,16,512.0,93900.0,104000.0,177.8409090909091
HP Pavilion Eyesafe AMD Ryzen 5 Dual Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Thin ...,AMD Ryzen 5 Dual Core Processor,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No Discount,4.5,698,171,16,512.0,69083.0,,130.83901515151516
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,13,4,70,4,8,512.0,41990.0,48529.0,80.75
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,Apple M3 Processor,Mac OS Operating System,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,24,512.0,154900.0,,288.9925373134328
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP,No Discount,4.3,288,34,8,512.0,68811.0,,132.32884615384614
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,26,4.3,4,0,16,512.0,94990.0,130043.0,179.90530303030303
FUTOPIA Ultimus Pro Intel Dual Core Upto 2.8GHz - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INC54BN.MB T...,Intel Dual Core Processor,64 bit Windows 11 Home Operating System,35.81 cm (14.1 inch) Display,1 Year Manufacturing Warranty,55,2.7,7,1,8,256.0,15990.0,35990.0,60.56818181818182
HP G9 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/DOS) 841W6PA Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor,DOS Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,32,3.9,124,12,8,512.0,26890.0,40008.0,51.71153846153846
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Yr Warranty,39,4.1,825,139,16,512.0,51290.0,85000.0,97.14015151515152
GIGABYTE G Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,51,4.1,14,0,16,512.0,65990.0,136100.0,124.98106060606061
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...",Intel Core i5 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,23,4,64,9,8,512.0,54990.0,71990.0,105.75
Acer Extensa AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,No Discount,4.1,184,24,8,512.0,50999.0,,98.075
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,24,4.4,167,20,16,1.0,99990.0,132645.0,5881.764705882353
Acer Aspire 5 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light ...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),36,4.1,44,6,8,512.0,35500.0,55999.0,68.26923076923077
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,37,4.5,802,94,8,512.0,62490.0,99952.0,120.17307692307692
ASUS VivoBook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) X515EA-EJ312TS Thin...,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,38,4.4,214,24,8,256.0,31990.0,51990.0,121.17424242424242
ASUS VivoBook K15 OLED Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,38,4.5,726,98,8,512.0,38990.0,62990.0,74.98076923076923
Lenovo ThinkBook 15 G3 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Thinkbook 15 G3...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,No Discount,3.8,59,9,8,512.0,92700.0,,178.26923076923077
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10 Home) 15s-GR0011AU Thin and Light Lapto...,AMD Ryzen 3 Dual Core Processor,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,20,4.1,664,929,8,,34890.0,43689.0,
DELL Inspiron Intel Core i7 13th Gen I7-1355U - (16 GB/512 GB SSD/Windows 11 Home) 5430 Notebook,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1-year warranty,25,No Rating,No Ratings Count,No Reviews Count,16,512.0,79890.0,107329.0,151.3068181818182
DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,29,3.9,31,1,16,512.0,50990.0,72227.0,96.5719696969697
